year_film,year_ceremony,ceremony,category,name,film,In movies dataset?,winner
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Guillaume Laurant and Jean-Pierre Jeunet; Dialogue by Guillaume Laurant,AmÃ©lie,AmÃ©lie,FALSE
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Screenplay by Christopher Nolan; Story by Jonathan Nolan,Memento,Memento,FALSE
2001,2002,74,WRITING (Screenplay Written Directly for the Screen),Written by Wes Anderson & Owen Wilson,The Royal Tenenbaums,The Royal Tenenbaums,FALSE
2002,2003,75,ACTOR IN A LEADING ROLE,Adrien Brody,The Pianist,The Pianist,TRUE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Paul Newman,Road to Perdition,Road to Perdition,FALSE
2002,2003,75,ACTOR IN A SUPPORTING ROLE,Christopher Walken,Catch Me If You Can,Catch Me If You Can,FALSE
2002,2003,75,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Alan Lee,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,ART DIRECTION,Art Direction:  Dennis Gassner; Set Decoration:  Nancy Haigh,Road to Perdition,Road to Perdition,FALSE
2002,2003,75,CINEMATOGRAPHY,Pawel Edelman,The Pianist,The Pianist,FALSE
2002,2003,75,CINEMATOGRAPHY,Conrad L. Hall,Road to Perdition,Road to Perdition,TRUE
2002,2003,75,COSTUME DESIGN,Anna Sheppard,The Pianist,The Pianist,FALSE
2002,2003,75,DIRECTING,Roman Polanski,The Pianist,The Pianist,TRUE
2002,2003,75,FILM EDITING,Michael Horton,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,FILM EDITING,HervÃ© de Luze,The Pianist,The Pianist,FALSE
2002,2003,75,MUSIC (Original Score),John Williams,Catch Me If You Can,Catch Me If You Can,FALSE
2002,2003,75,MUSIC (Original Score),Thomas Newman,Road to Perdition,Road to Perdition,FALSE
2002,2003,75,BEST PICTURE,"Barrie M. Osborne, Fran Walsh and Peter Jackson, Producers",The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,BEST PICTURE,"Roman Polanski, Robert Benmussa and Alain Sarde, Producers",The Pianist,The Pianist,FALSE
2002,2003,75,SOUND,"Christopher Boyes, Michael Semanick, Michael Hedges, Hammond Peek",The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,FALSE
2002,2003,75,SOUND,"Scott Millan, Bob Beemer, John Patrick Pritchett",Road to Perdition,Road to Perdition,FALSE
2002,2003,75,SOUND EDITING,"Ethan Van der Ryn, Michael Hopkins",The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,TRUE
2002,2003,75,SOUND EDITING,"Richard Hymns, Gary Rydstrom",Minority Report,Minority Report,FALSE
2002,2003,75,SOUND EDITING,Scott A. Hecker,Road to Perdition,Road to Perdition,FALSE
2002,2003,75,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook, Alex Funke",The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,TRUE
2002,2003,75,WRITING (Adapted Screenplay),Screenplay by Ronald Harwood,The Pianist,The Pianist,TRUE
2002,2003,75,WRITING (Original Screenplay),Written by Carlos CuarÃ³n and Alfonso CuarÃ³n,Y Tu MamÃ¡ TambiÃ©n,Y tu mamÃ¡ tambiÃ©n,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Bill Murray,Lost in Translation,Lost in Translation,FALSE
2003,2004,76,ACTOR IN A LEADING ROLE,Sean Penn,Mystic River,Mystic River,TRUE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Benicio Del Toro,21 Grams,21 Grams,FALSE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,In America,In America,FALSE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Tim Robbins,Mystic River,Mystic River,TRUE
2003,2004,76,ACTOR IN A SUPPORTING ROLE,Ken Watanabe,The Last Samurai,The Last Samurai,FALSE
2003,2004,76,ACTRESS IN A LEADING ROLE,Samantha Morton,In America,In America,FALSE
2003,2004,76,ACTRESS IN A LEADING ROLE,Naomi Watts,21 Grams,21 Grams,FALSE
2003,2004,76,ACTRESS IN A SUPPORTING ROLE,Marcia Gay Harden,Mystic River,Mystic River,FALSE
2003,2004,76,ANIMATED FEATURE FILM,Andrew Stanton,Finding Nemo,Finding Nemo,TRUE
2003,2004,76,ART DIRECTION,Art Direction: Lilly Kilvert; Set Decoration: Gretchen Rau,The Last Samurai,The Last Samurai,FALSE
2003,2004,76,ART DIRECTION,Art Direction: Grant Major; Set Decoration: Dan Hennah and Alan Lee,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,COSTUME DESIGN,Ngila Dickson,The Last Samurai,The Last Samurai,FALSE
2003,2004,76,COSTUME DESIGN,Ngila Dickson and Richard Taylor,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,DIRECTING,Peter Jackson,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,DIRECTING,Sofia Coppola,Lost in Translation,Lost in Translation,FALSE
2003,2004,76,DIRECTING,Clint Eastwood,Mystic River,Mystic River,FALSE
2003,2004,76,FILM EDITING,Jamie Selkirk,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,MAKEUP,Richard Taylor and Peter King,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,MAKEUP,Ve Neill and Martin Samuel,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,MUSIC (Original Score),Danny Elfman,Big Fish,Big Fish,FALSE
2003,2004,76,MUSIC (Original Score),Thomas Newman,Finding Nemo,Finding Nemo,FALSE
2003,2004,76,MUSIC (Original Score),Howard Shore,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,MUSIC (Original Song),Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,BEST PICTURE,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers",The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,BEST PICTURE,"Ross Katz and Sofia Coppola, Producers",Lost in Translation,Lost in Translation,FALSE
2003,2004,76,BEST PICTURE,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers",Mystic River,Mystic River,FALSE
2003,2004,76,SOUND EDITING,Gary Rydstrom and Michael Silvers,Finding Nemo,Finding Nemo,FALSE
2003,2004,76,SOUND EDITING,Christopher Boyes and George Watters II,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,SOUND MIXING,"Andy Nelson, Anna Behlmer and Jeff Wexler",The Last Samurai,The Last Samurai,FALSE
2003,2004,76,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,SOUND MIXING,"Christopher Boyes, David Parker, David Campbell and Lee Orloff",Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,VISUAL EFFECTS,"Jim Rygiel, Joe Letteri, Randall William Cook and Alex Funke",The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,VISUAL EFFECTS,"John Knoll, Hal Hickel, Charles Gibson and Terry Frazee",Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,FALSE
2003,2004,76,WRITING (Adapted Screenplay),"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson",The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,TRUE
2003,2004,76,WRITING (Adapted Screenplay),Screenplay by Brian Helgeland,Mystic River,Mystic River,FALSE
2003,2004,76,WRITING (Original Screenplay),"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton",Finding Nemo,Finding Nemo,FALSE
2003,2004,76,WRITING (Original Screenplay),Written by Jim Sheridan & Naomi Sheridan & Kirsten Sheridan,In America,In America,FALSE
2003,2004,76,WRITING (Original Screenplay),Written by Sofia Coppola,Lost in Translation,Lost in Translation,TRUE
2004,2005,77,ACTOR IN A LEADING ROLE,Don Cheadle,Hotel Rwanda,Hotel Rwanda,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Johnny Depp,Finding Neverland,Finding Neverland,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Clint Eastwood,Million Dollar Baby,Million Dollar Baby,FALSE
2004,2005,77,ACTOR IN A LEADING ROLE,Jamie Foxx,Ray,Ray,TRUE
2004,2005,77,ACTOR IN A SUPPORTING ROLE,Morgan Freeman,Million Dollar Baby,Million Dollar Baby,TRUE
2004,2005,77,ACTRESS IN A LEADING ROLE,Hilary Swank,Million Dollar Baby,Million Dollar Baby,TRUE
2004,2005,77,ACTRESS IN A LEADING ROLE,Kate Winslet,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,FALSE
2004,2005,77,ACTRESS IN A SUPPORTING ROLE,Sophie Okonedo,Hotel Rwanda,Hotel Rwanda,FALSE
2004,2005,77,ANIMATED FEATURE FILM,Brad Bird,The Incredibles,The Incredibles,TRUE
2004,2005,77,ART DIRECTION,Art Direction: Gemma Jackson; Set Decoration: Trisha Edwards,Finding Neverland,Finding Neverland,FALSE
2004,2005,77,COSTUME DESIGN,Alexandra Byrne,Finding Neverland,Finding Neverland,FALSE
2004,2005,77,COSTUME DESIGN,Sharen Davis,Ray,Ray,FALSE
2004,2005,77,DIRECTING,Clint Eastwood,Million Dollar Baby,Million Dollar Baby,TRUE
2004,2005,77,DIRECTING,Taylor Hackford,Ray,Ray,FALSE
2004,2005,77,FILM EDITING,Matt Chesse,Finding Neverland,Finding Neverland,FALSE
2004,2005,77,FILM EDITING,Joel Cox,Million Dollar Baby,Million Dollar Baby,FALSE
2004,2005,77,FILM EDITING,Paul Hirsch,Ray,Ray,FALSE
2004,2005,77,MUSIC (Original Score),Jan A.P. Kaczmarek,Finding Neverland,Finding Neverland,TRUE
2004,2005,77,MUSIC (Original Score),John Williams,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,FALSE
2004,2005,77,BEST PICTURE,"Richard N. Gladstein and Nellie Bellflower, Producers",Finding Neverland,Finding Neverland,FALSE
2004,2005,77,BEST PICTURE,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers",Million Dollar Baby,Million Dollar Baby,TRUE
2004,2005,77,BEST PICTURE,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers",Ray,Ray,FALSE
2004,2005,77,SOUND EDITING,Michael Silvers and Randy Thom,The Incredibles,The Incredibles,TRUE
2004,2005,77,SOUND MIXING,"Randy Thom, Gary A. Rizzo and Doc Kane",The Incredibles,The Incredibles,FALSE
2004,2005,77,SOUND MIXING,"Scott Millan, Greg Orloff, Bob Beemer and Steve Cantamessa",Ray,Ray,TRUE
2004,2005,77,VISUAL EFFECTS,"Roger Guyett, Tim Burke, John Richardson and Bill George",Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,FALSE
2004,2005,77,WRITING (Adapted Screenplay),Screenplay by Richard Linklater & Julie Delpy & Ethan Hawke; Story by Richard Linklater & Kim Krizan,Before Sunset,Before Sunset,FALSE
2004,2005,77,WRITING (Adapted Screenplay),Screenplay by David Magee,Finding Neverland,Finding Neverland,FALSE
2004,2005,77,WRITING (Adapted Screenplay),Screenplay by Paul Haggis,Million Dollar Baby,Million Dollar Baby,FALSE
2004,2005,77,WRITING (Original Screenplay),Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,TRUE
2004,2005,77,WRITING (Original Screenplay),Written by Keir Pearson & Terry George,Hotel Rwanda,Hotel Rwanda,FALSE
2004,2005,77,WRITING (Original Screenplay),Written by Brad Bird,The Incredibles,The Incredibles,FALSE
2005,2006,78,ACTOR IN A LEADING ROLE,Heath Ledger,Brokeback Mountain,Brokeback Mountain,FALSE
2005,2006,78,ACTOR IN A LEADING ROLE,Joaquin Phoenix,Walk the Line,Walk the Line,FALSE
2005,2006,78,ACTOR IN A SUPPORTING ROLE,Matt Dillon,Crash,Crash,FALSE
2005,2006,78,ACTOR IN A SUPPORTING ROLE,Paul Giamatti,Cinderella Man,Cinderella Man,FALSE
2005,2006,78,ACTOR IN A SUPPORTING ROLE,Jake Gyllenhaal,Brokeback Mountain,Brokeback Mountain,FALSE
2005,2006,78,ACTRESS IN A LEADING ROLE,Keira Knightley,Pride & Prejudice,Pride & Prejudice,FALSE
2005,2006,78,ACTRESS IN A LEADING ROLE,Reese Witherspoon,Walk the Line,Walk the Line,TRUE
2005,2006,78,ACTRESS IN A SUPPORTING ROLE,Michelle Williams,Brokeback Mountain,Brokeback Mountain,FALSE
2005,2006,78,ART DIRECTION,Art Direction:  Stuart Craig; Set Decoration:  Stephenie McMillan,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,FALSE
2005,2006,78,ART DIRECTION,Art Direction:  Grant Major; Set Decoration:  Dan Hennah and Simon Bright,King Kong,King Kong,FALSE
2005,2006,78,ART DIRECTION,Art Direction:  Sarah Greenwood; Set Decoration:  Katie Spencer,Pride & Prejudice,Pride & Prejudice,FALSE
2005,2006,78,CINEMATOGRAPHY,Wally Pfister,Batman Begins,Batman Begins,FALSE
2005,2006,78,CINEMATOGRAPHY,Rodrigo Prieto,Brokeback Mountain,Brokeback Mountain,FALSE
2005,2006,78,COSTUME DESIGN,Jacqueline Durran,Pride & Prejudice,Pride & Prejudice,FALSE
2005,2006,78,COSTUME DESIGN,Arianne Phillips,Walk the Line,Walk the Line,FALSE
2005,2006,78,DIRECTING,Ang Lee,Brokeback Mountain,Brokeback Mountain,TRUE
2005,2006,78,DIRECTING,Paul Haggis,Crash,Crash,FALSE
2005,2006,78,FILM EDITING,Mike Hill and Dan Hanley,Cinderella Man,Cinderella Man,FALSE
2005,2006,78,FILM EDITING,Hughes Winborne,Crash,Crash,TRUE
2005,2006,78,FILM EDITING,Michael McCusker,Walk the Line,Walk the Line,FALSE
2005,2006,78,FOREIGN LANGUAGE FILM,France,Joyeux NoÃ«l,Joyeux NoÃ«l,FALSE
2005,2006,78,MAKEUP,David Leroy Anderson and Lance Anderson,Cinderella Man,Cinderella Man,FALSE
2005,2006,78,MUSIC (Original Score),Gustavo Santaolalla,Brokeback Mountain,Brokeback Mountain,TRUE
2005,2006,78,MUSIC (Original Score),Dario Marianelli,Pride & Prejudice,Pride & Prejudice,FALSE
2005,2006,78,MUSIC (Original Song),"Music by Kathleen ""Bird"" York and Michael Becker; Lyric by Kathleen ""Bird"" York",Crash,Crash,FALSE
2005,2006,78,BEST PICTURE,"Diana Ossana and James Schamus, Producers",Brokeback Mountain,Brokeback Mountain,FALSE
2005,2006,78,BEST PICTURE,"Paul Haggis and Cathy Schulman, Producers",Crash,Crash,TRUE
2005,2006,78,SOUND EDITING,Mike Hopkins and Ethan Van der Ryn,King Kong,King Kong,TRUE
2005,2006,78,SOUND MIXING,"Christopher Boyes, Michael Semanick, Michael Hedges and Hammond Peek",King Kong,King Kong,TRUE
2005,2006,78,SOUND MIXING,"Paul Massey, D.M. Hemphill and Peter F. Kurland",Walk the Line,Walk the Line,FALSE
2005,2006,78,VISUAL EFFECTS,"Joe Letteri, Brian Van't Hul, Christian Rivers and Richard Taylor",King Kong,King Kong,TRUE
2005,2006,78,WRITING (Adapted Screenplay),Screenplay by Larry McMurtry & Diana Ossana,Brokeback Mountain,Brokeback Mountain,TRUE
2005,2006,78,WRITING (Original Screenplay),Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis,Crash,Crash,TRUE
2005,2006,78,WRITING (Original Screenplay),Written by Woody Allen,Match Point,Match Point,FALSE
2006,2007,79,ACTOR IN A LEADING ROLE,Leonardo DiCaprio,Blood Diamond,Blood Diamond,FALSE
2006,2007,79,ACTOR IN A LEADING ROLE,Will Smith,The Pursuit of Happyness,The Pursuit of Happyness,FALSE
2006,2007,79,ACTOR IN A LEADING ROLE,Forest Whitaker,The Last King of Scotland,The Last King of Scotland,TRUE
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Alan Arkin,Little Miss Sunshine,Little Miss Sunshine,TRUE
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Djimon Hounsou,Blood Diamond,Blood Diamond,FALSE
2006,2007,79,ACTOR IN A SUPPORTING ROLE,Mark Wahlberg,The Departed,The Departed,FALSE
2006,2007,79,ACTRESS IN A SUPPORTING ROLE,Abigail Breslin,Little Miss Sunshine,Little Miss Sunshine,FALSE
2006,2007,79,ART DIRECTION,Art Direction:  Eugenio Caballero; Set Decoration:  Pilar Revuelta,Pan's Labyrinth,Pan's Labyrinth,TRUE
2006,2007,79,ART DIRECTION,Art Direction:  Nathan Crowley; Set Decoration:  Julie Ochipinti,The Prestige,The Prestige,FALSE
2006,2007,79,CINEMATOGRAPHY,Emmanuel Lubezki,Children of Men,Children of Men,FALSE
2006,2007,79,CINEMATOGRAPHY,Dick Pope,The Illusionist,The Illusionist,FALSE
2006,2007,79,CINEMATOGRAPHY,Guillermo Navarro,Pan's Labyrinth,Pan's Labyrinth,TRUE
2006,2007,79,CINEMATOGRAPHY,Wally Pfister,The Prestige,The Prestige,FALSE
2006,2007,79,DIRECTING,Martin Scorsese,The Departed,The Departed,TRUE
2006,2007,79,DIRECTING,Clint Eastwood,Letters from Iwo Jima,Letters from Iwo Jima,FALSE
2006,2007,79,FILM EDITING,Steven Rosenblum,Blood Diamond,Blood Diamond,FALSE
2006,2007,79,FILM EDITING,Alex RodrÃ­guez and Alfonso CuarÃ³n,Children of Men,Children of Men,FALSE
2006,2007,79,FILM EDITING,Thelma Schoonmaker,The Departed,The Departed,TRUE
2006,2007,79,FOREIGN LANGUAGE FILM,Germany,The Lives of Others,The Lives of Others,TRUE
2006,2007,79,FOREIGN LANGUAGE FILM,Mexico,Pan's Labyrinth,Pan's Labyrinth,FALSE
2006,2007,79,MAKEUP,Aldo Signoretti and Vittorio Sodano,Apocalypto,Apocalypto,FALSE
2006,2007,79,MAKEUP,David MartÃ­ and Montse RibÃ©,Pan's Labyrinth,Pan's Labyrinth,TRUE
2006,2007,79,MUSIC (Original Score),Javier Navarrete,Pan's Labyrinth,Pan's Labyrinth,FALSE
2006,2007,79,BEST PICTURE,"Graham King, Producer",The Departed,The Departed,TRUE
2006,2007,79,BEST PICTURE,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers",Letters from Iwo Jima,Letters from Iwo Jima,FALSE
2006,2007,79,BEST PICTURE,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers",Little Miss Sunshine,Little Miss Sunshine,FALSE
2006,2007,79,SOUND EDITING,Sean McCormack and Kami Asgar,Apocalypto,Apocalypto,FALSE
2006,2007,79,SOUND EDITING,Lon Bender,Blood Diamond,Blood Diamond,FALSE
2006,2007,79,SOUND EDITING,Alan Robert Murray and Bub Asman,Letters from Iwo Jima,Letters from Iwo Jima,TRUE
2006,2007,79,SOUND MIXING,"Kevin O'Connell, Greg P. Russell and Fernando CÃ¡mara",Apocalypto,Apocalypto,FALSE
2006,2007,79,SOUND MIXING,"Andy Nelson, Anna Behlmer and Ivan Sharrock",Blood Diamond,Blood Diamond,FALSE
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by Alfonso CuarÃ³n & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby,Children of Men,Children of Men,FALSE
2006,2007,79,WRITING (Adapted Screenplay),Screenplay by William Monahan,The Departed,The Departed,TRUE
2006,2007,79,WRITING (Original Screenplay),Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis,Letters from Iwo Jima,Letters from Iwo Jima,FALSE
2006,2007,79,WRITING (Original Screenplay),Written by Michael Arndt,Little Miss Sunshine,Little Miss Sunshine,TRUE
2006,2007,79,WRITING (Original Screenplay),Written by Guillermo del Toro,Pan's Labyrinth,Pan's Labyrinth,FALSE
2007,2008,80,ACTOR IN A LEADING ROLE,Daniel Day-Lewis,There Will Be Blood,There Will Be Blood,TRUE
2007,2008,80,ACTOR IN A LEADING ROLE,Viggo Mortensen,Eastern Promises,Eastern Promises,FALSE
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Javier Bardem,No Country for Old Men,No Country for Old Men,TRUE
2007,2008,80,ACTOR IN A SUPPORTING ROLE,Hal Holbrook,Into the Wild,Into the Wild,FALSE
2007,2008,80,ACTRESS IN A LEADING ROLE,Marion Cotillard,La Vie en Rose,La Vie En Rose,TRUE
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Ruby Dee,American Gangster,American Gangster,FALSE
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Saoirse Ronan,Atonement,Atonement,FALSE
2007,2008,80,ACTRESS IN A SUPPORTING ROLE,Amy Ryan,Gone Baby Gone,Gone Baby Gone,FALSE
2007,2008,80,ANIMATED FEATURE FILM,Marjane Satrapi and Vincent Paronnaud,Persepolis,Persepolis,FALSE
2007,2008,80,ANIMATED FEATURE FILM,Brad Bird,Ratatouille,Ratatouille,TRUE
2007,2008,80,ART DIRECTION,Art Direction: Arthur Max; Set Decoration: Beth A. Rubino,American Gangster,American Gangster,FALSE
2007,2008,80,ART DIRECTION,Art Direction: Sarah Greenwood; Set Decoration: Katie Spencer,Atonement,Atonement,FALSE
2007,2008,80,ART DIRECTION,Art Direction: Jack Fisk; Set Decoration: Jim Erickson,There Will Be Blood,There Will Be Blood,FALSE
2007,2008,80,CINEMATOGRAPHY,Seamus McGarvey,Atonement,Atonement,FALSE
2007,2008,80,CINEMATOGRAPHY,Roger Deakins,No Country for Old Men,No Country for Old Men,FALSE
2007,2008,80,CINEMATOGRAPHY,Robert Elswit,There Will Be Blood,There Will Be Blood,TRUE
2007,2008,80,COSTUME DESIGN,Jacqueline Durran,Atonement,Atonement,FALSE
2007,2008,80,COSTUME DESIGN,Marit Allen,La Vie en Rose,La Vie En Rose,FALSE
2007,2008,80,DIRECTING,Joel Coen and Ethan Coen,No Country for Old Men,No Country for Old Men,TRUE
